movieId,title,genres,year,title_clean,genre_count,decade,rating_avg,rating_count,rating_std,popularity_category,genres_clean,text_features
97,"Hate (Haine, La) (1995)",Drama,1995,"Hate (Haine, La)",1,1990,3.75,44,1.2598449517006374,Moderate,drama,"drama hate (haine, la)"
98,Shopping (1994),Action|Thriller,1994,Shopping,2,1990,2.0,6,0.6324555320336759,Niche,action|thriller,action|thriller shopping
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,1995,Heidi Fleiss: Hollywood Madam,1,1990,3.46,50,0.9733174912511899,Moderate,documentary,documentary heidi fleiss: hollywood madam
100,City Hall (1996),Drama|Thriller,1996,City Hall,2,1990,3.0625,128,0.9618715352861319,Popular,drama|thriller,drama|thriller city hall
101,Bottle Rocket (1996),Comedy,1996,Bottle Rocket,1,1990,3.869565217391304,253,0.9187112526629334,Blockbuster,comedy,comedy bottle rocket
102,Mr. Wrong (1996),Comedy,1996,Mr. Wrong,1,1990,1.8166666666666667,60,0.9295828600965655,Popular,comedy,comedy mr. wrong
103,Unforgettable (1996),Thriller,1996,Unforgettable,1,1990,3.212121212121212,33,1.0827504259285632,Moderate,thriller,thriller unforgettable
104,Happy Gilmore (1996),Comedy,1996,Happy Gilmore,1,1990,3.526392961876833,682,1.14961841762698,Blockbuster,comedy,comedy happy gilmore
105,"Bridges of Madison County, The (1995)",Drama|Romance,1995,"Bridges of Madison County, The",2,1990,3.2325581395348837,387,1.109392037493762,Blockbuster,drama|romance,"drama|romance bridges of madison county, the"
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,1994,Nobody Loves Me (Keiner liebt mich),2,1990,3.5833333333333335,12,1.5050420310248864,Moderate,comedy|drama,comedy|drama nobody loves me (keiner liebt mich)
107,Muppet Treasure Island (1996),Adventure|Children's|Comedy|Musical,1996,Muppet Treasure Island,4,1990,3.1484375,256,1.1067694997108464,Blockbuster,adventure|childrens|comedy|musical,adventure|children's|comedy|musical muppet treasure island
108,Catwalk (1995),Documentary,1995,Catwalk,1,1990,2.857142857142857,7,1.5735915849388862,Niche,documentary,documentary catwalk
110,Braveheart (1995),Action|Drama|War,1995,Braveheart,3,1990,4.234957020057307,2443,0.9293500477516425,Blockbuster,action|drama|war,action|drama|war braveheart
111,Taxi Driver (1976),Drama|Thriller,1976,Taxi Driver,2,1970,4.183870967741935,1240,0.884845699719572,Blockbuster,drama|thriller,drama|thriller taxi driver
112,Rumble in the Bronx (1995),Action|Adventure|Crime,1995,Rumble in the Bronx,3,1990,3.443859649122807,570,0.9492421440840707,Blockbuster,action|adventure|crime,action|adventure|crime rumble in the bronx
113,Before and After (1996),Drama|Mystery,1996,Before and After,2,1990,2.981132075471698,53,0.8877492290951714,Popular,drama|mystery,drama|mystery before and after
114,Margaret's Museum (1995),Drama,1995,Margaret's Museum,1,1990,3.090909090909091,11,0.9438798074485389,Moderate,drama,drama margaret's museum
116,Anne Frank Remembered (1995),Documentary,1995,Anne Frank Remembered,1,1990,4.097560975609756,41,1.0909829982355475,Moderate,documentary,documentary anne frank remembered
117,"Young Poisoner's Handbook, The (1995)",Crime,1995,"Young Poisoner's Handbook, The",1,1990,3.632911392405063,79,0.7873554436289488,Popular,crime,"crime young poisoner's handbook, the"
118,If Lucy Fell (1996),Comedy|Romance,1996,If Lucy Fell,2,1990,3.073529411764706,68,1.123908113185073,Popular,comedy|romance,comedy|romance if lucy fell
119,"Steal Big, Steal Little (1995)",Comedy,1995,"Steal Big, Steal Little",1,1990,2.4615384615384617,13,1.1982893790305562,Moderate,comedy,"comedy steal big, steal little"
121,"Boys of St. Vincent, The (1993)",Drama,1993,"Boys of St. Vincent, The",1,1990,4.054054054054054,37,0.6644105970267493,Moderate,drama,"drama boys of st. vincent, the"
122,Boomerang (1992),Comedy|Romance,1992,Boomerang,2,1990,2.768041237113402,194,0.9725823104613286,Popular,comedy|romance,comedy|romance boomerang
123,Chungking Express (1994),Drama|Mystery|Romance,1994,Chungking Express,3,1990,3.869565217391304,115,1.0473168652912148,Popular,drama|mystery|romance,drama|mystery|romance chungking express
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,1995,"Star Maker, The (Uomo delle stelle, L')",1,1990,3.2142857142857144,14,1.1883130530663677,Moderate,drama,"drama star maker, the (uomo delle stelle, l')"
125,Flirting With Disaster (1996),Comedy,1996,Flirting With Disaster,1,1990,3.8333333333333335,318,0.9698396021188583,Blockbuster,comedy,comedy flirting with disaster
126,"NeverEnding Story III, The (1994)",Adventure|Children's|Fantasy,1994,"NeverEnding Story III, The",3,1990,1.9898989898989898,99,1.0737588895828305,Popular,adventure|childrens|fantasy,"adventure|children's|fantasy neverending story iii, the"
128,Jupiter's Wife (1994),Documentary,1994,Jupiter's Wife,1,1990,4.333333333333333,12,0.7784989441615229,Moderate,documentary,documentary jupiter's wife
129,Pie in the Sky (1995),Comedy|Romance,1995,Pie in the Sky,2,1990,3.3076923076923075,13,0.8548504142651104,Moderate,comedy|romance,comedy|romance pie in the sky
131,Frankie Starlight (1995),Drama|Romance,1995,Frankie Starlight,2,1990,3.0625,16,0.9287087810503356,Moderate,drama|romance,drama|romance frankie starlight
132,Jade (1995),Thriller,1995,Jade,1,1990,2.4945054945054945,91,1.0151477875290036,Popular,thriller,thriller jade
135,Down Periscope (1996),Comedy,1996,Down Periscope,1,1990,2.81203007518797,133,1.1156624336040435,Popular,comedy,comedy down periscope
136,From the Journals of Jean Seberg (1995),Documentary,1995,From the Journals of Jean Seberg,1,1990,3.25,8,1.4880476182856899,Niche,documentary,documentary from the journals of jean seberg
137,Man of the Year (1995),Documentary,1995,Man of the Year,1,1990,3.0,13,1.1547005383792515,Moderate,documentary,documentary man of the year
140,Up Close and Personal (1996),Drama|Romance,1996,Up Close and Personal,2,1990,3.1654676258992804,139,1.1137944174663048,Popular,drama|romance,drama|romance up close and personal
141,"Birdcage, The (1996)",Comedy,1996,"Birdcage, The",1,1990,3.5498533724340176,682,0.9547816022443066,Blockbuster,comedy,"comedy birdcage, the"
144,"Brothers McMullen, The (1995)",Comedy,1995,"Brothers McMullen, The",1,1990,3.392609699769053,433,0.9220251852419818,Blockbuster,comedy,"comedy brothers mcmullen, the"
145,Bad Boys (1995),Action,1995,Bad Boys,1,1990,3.2955801104972378,362,1.0358837785706487,Blockbuster,action,action bad boys
146,"Amazing Panda Adventure, The (1995)",Adventure|Children's,1995,"Amazing Panda Adventure, The",2,1990,2.888888888888889,18,1.4095843729891318,Moderate,adventure|childrens,"adventure|children's amazing panda adventure, the"
147,"Basketball Diaries, The (1995)",Drama,1995,"Basketball Diaries, The",1,1990,3.541436464088398,181,1.051293453374189,Popular,drama,"drama basketball diaries, the"
148,"Awfully Big Adventure, An (1995)",Drama,1995,"Awfully Big Adventure, An",1,1990,2.782608695652174,23,1.1263989983825946,Moderate,drama,"drama awfully big adventure, an"
149,Amateur (1994),Crime|Drama|Thriller,1994,Amateur,3,1990,3.7872340425531914,47,0.8581114302012286,Moderate,crime|drama|thriller,crime|drama|thriller amateur
150,Apollo 13 (1995),Drama,1995,Apollo 13,1,1990,4.073541167066347,1251,0.8016154752148422,Blockbuster,drama,drama apollo 13
151,Rob Roy (1995),Drama|Romance|War,1995,Rob Roy,3,1990,3.588447653429603,554,0.9414755693627757,Blockbuster,drama|romance|war,drama|romance|war rob roy
152,"Addiction, The (1995)",Horror,1995,"Addiction, The",1,1990,3.0,69,1.1631599960755992,Popular,horror,"horror addiction, the"
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,1995,Batman Forever,4,1990,2.642213642213642,777,1.0469244306904568,Blockbuster,action|adventure|comedy|crime,action|adventure|comedy|crime batman forever
154,Belle de jour (1967),Drama,1967,Belle de jour,1,1960,3.7261904761904763,168,0.9070738698792598,Popular,drama,drama belle de jour
155,Beyond Rangoon (1995),Drama|War,1995,Beyond Rangoon,2,1990,3.413793103448276,87,1.0515959536434734,Popular,drama|war,drama|war beyond rangoon
156,Blue in the Face (1995),Comedy,1995,Blue in the Face,1,1990,3.5606060606060606,66,1.0247519456515073,Popular,comedy,comedy blue in the face
157,Canadian Bacon (1994),Comedy|War,1994,Canadian Bacon,2,1990,2.732620320855615,187,1.1972886394898723,Popular,comedy|war,comedy|war canadian bacon
158,Casper (1995),Adventure|Children's,1995,Casper,2,1990,2.9806949806949805,259,1.0132905085239037,Blockbuster,adventure|childrens,adventure|children's casper
159,Clockers (1995),Drama,1995,Clockers,1,1990,3.2844827586206895,116,0.9022294558506154,Popular,drama,drama clockers
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,1995,Congo,4,1990,2.2389380530973453,565,1.0112342038074582,Blockbuster,action|adventure|mystery|scifi,action|adventure|mystery|sci-fi congo
161,Crimson Tide (1995),Drama|Thriller|War,1995,Crimson Tide,3,1990,3.723684210526316,760,0.8574049183164639,Blockbuster,drama|thriller|war,drama|thriller|war crimson tide
162,Crumb (1994),Documentary,1994,Crumb,1,1990,4.063136456211812,491,1.041038306120908,Blockbuster,documentary,documentary crumb
163,Desperado (1995),Action|Romance|Thriller,1995,Desperado,3,1990,3.4574074074074073,540,0.9935042928482608,Blockbuster,action|romance|thriller,action|romance|thriller desperado
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,1995,Devil in a Blue Dress,4,1990,3.5672823218997363,379,0.8683657045295261,Blockbuster,crime|filmnoir|mystery|thriller,crime|film-noir|mystery|thriller devil in a blue dress
165,Die Hard: With a Vengeance (1995),Action|Thriller,1995,Die Hard: With a Vengeance,2,1990,3.561212121212121,825,1.0067483391093826,Blockbuster,action|thriller,action|thriller die hard: with a vengeance
166,"Doom Generation, The (1995)",Comedy|Drama,1995,"Doom Generation, The",2,1990,2.459016393442623,61,1.2854800723439639,Popular,comedy|drama,"comedy|drama doom generation, the"
167,Feast of July (1995),Drama,1995,Feast of July,1,1990,3.6,5,0.8944271909999159,Niche,drama,drama feast of july
168,First Knight (1995),Action|Adventure|Drama|Romance,1995,First Knight,4,1990,2.9502762430939224,362,1.1301765757851459,Blockbuster,action|adventure|drama|romance,action|adventure|drama|romance first knight
169,Free Willy 2: The Adventure Home (1995),Adventure|Children's|Drama,1995,Free Willy 2: The Adventure Home,3,1990,2.017699115044248,113,1.026282306651361,Popular,adventure|childrens|drama,adventure|children's|drama free willy 2: the adventure home
170,Hackers (1995),Action|Crime|Thriller,1995,Hackers,3,1990,3.146417445482866,321,1.1209906055336518,Blockbuster,action|crime|thriller,action|crime|thriller hackers
171,Jeffrey (1995),Comedy,1995,Jeffrey,1,1990,3.5698924731182795,93,1.046711719192493,Popular,comedy,comedy jeffrey
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,1995,Johnny Mnemonic,3,1990,2.576419213973799,458,1.1048186950985244,Blockbuster,action|scifi|thriller,action|sci-fi|thriller johnny mnemonic
173,Judge Dredd (1995),Action|Adventure|Sci-Fi,1995,Judge Dredd,3,1990,2.3085106382978724,564,1.032611365697999,Blockbuster,action|adventure|scifi,action|adventure|sci-fi judge dredd
174,Jury Duty (1995),Comedy,1995,Jury Duty,1,1990,2.308641975308642,81,1.168781152618423,Popular,comedy,comedy jury duty
175,Kids (1995),Drama,1995,Kids,1,1990,3.477272727272727,220,1.1914581136975502,Blockbuster,drama,drama kids
176,Living in Oblivion (1995),Comedy,1995,Living in Oblivion,1,1990,3.9170731707317072,205,0.8563209149178138,Blockbuster,comedy,comedy living in oblivion
177,Lord of Illusions (1995),Horror,1995,Lord of Illusions,1,1990,2.7338129496402876,139,1.1393841431353138,Popular,horror,horror lord of illusions
178,Love & Human Remains (1993),Comedy,1993,Love & Human Remains,1,1990,3.473684210526316,19,0.7723284457212329,Moderate,comedy,comedy love & human remains
179,Mad Love (1995),Drama|Romance,1995,Mad Love,2,1990,2.2083333333333335,48,0.8981857205792588,Moderate,drama|romance,drama|romance mad love
180,Mallrats (1995),Comedy,1995,Mallrats,1,1990,3.5476718403547673,451,1.113278497085046,Blockbuster,comedy,comedy mallrats
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children's,1995,Mighty Morphin Power Rangers: The Movie,2,1990,1.6129032258064515,93,0.8972452777022827,Popular,action|childrens,action|children's mighty morphin power rangers: the movie
182,Moonlight and Valentino (1995),Drama|Romance,1995,Moonlight and Valentino,2,1990,3.142857142857143,49,1.0801234497346432,Moderate,drama|romance,drama|romance moonlight and valentino
183,Mute Witness (1994),Thriller,1994,Mute Witness,1,1990,3.4827586206896552,29,0.9494618646961633,Moderate,thriller,thriller mute witness
